Issue ID,Description,State,Severity,Story Points,Project Path,Location Kind,Path,Line,Column,Incident ID,Help Link,Assembly Name,Assembly Version,Assembly Public Key,Snippet
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,BasketballScores.csproj,File,App_Code\Database.cs,273,16,T:System.Data.SqlClient.SqlParameterCollection,,,,,"cmd.Parameters.AddWithValue(""@pts"", s.Points);"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,BasketballScores.csproj,File,App_Code\Database.cs,273,16,P:System.Data.SqlClient.SqlCommand.Parameters,,,,,"cmd.Parameters.AddWithValue(""@pts"", s.Points);"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,BasketballScores.csproj,File,App_Code\Database.cs,273,16,T:System.Data.SqlClient.SqlParameter,,,,,"cmd.Parameters.AddWithValue(""@pts"", s.Points);"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,BasketballScores.csproj,File,App_Code\Database.cs,273,16,"M:System.Data.SqlClient.SqlParameterCollection.AddWithValue(System.String,System.Object)",,,,,"cmd.Parameters.AddWithValue(""@pts"", s.Points);"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,BasketballScores.csproj,File,App_Code\Database.cs,272,16,T:System.Data.SqlClient.SqlParameterCollection,,,,,"cmd.Parameters.AddWithValue(""@pid"", s.PlayerId);"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,BasketballScores.csproj,File,App_Code\Database.cs,272,16,P:System.Data.SqlClient.SqlCommand.Parameters,,,,,"cmd.Parameters.AddWithValue(""@pid"", s.PlayerId);"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,BasketballScores.csproj,File,App_Code\Database.cs,272,16,T:System.Data.SqlClient.SqlParameter,,,,,"cmd.Parameters.AddWithValue(""@pid"", s.PlayerId);"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,BasketballScores.csproj,File,App_Code\Database.cs,272,16,"M:System.Data.SqlClient.SqlParameterCollection.AddWithValue(System.String,System.Object)",,,,,"cmd.Parameters.AddWithValue(""@pid"", s.PlayerId);"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,BasketballScores.csproj,File,App_Code\Database.cs,271,16,T:System.Data.SqlClient.SqlParameterCollection,,,,,"cmd.Parameters.AddWithValue(""@gid"", s.GameId);"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,BasketballScores.csproj,File,App_Code\Database.cs,271,16,P:System.Data.SqlClient.SqlCommand.Parameters,,,,,"cmd.Parameters.AddWithValue(""@gid"", s.GameId);"
